,price(USD)
2491,12106.049763637513
2492,11668.335780962385
2493,5378.578239802615
2494,5451.530570248469
2495,5524.482900694324
2496,5013.816587573342
2497,5013.816587573342
2498,5086.768918019197
2499,12106.049763637513
2500,5597.435231140178
2501,5451.530570248469
2502,5816.292222477741
2503,11741.288111408241
2504,5451.530570248469
2505,13346.239381217038
2506,12106.049763637513
2507,5451.530570248469
2508,5013.816587573342
2509,5378.578239802615
2510,12106.049763637513
2511,12106.049763637513
2512,12179.002094083367
2513,11595.383450516532
2514,12106.049763637513
2515,12106.049763637513
2516,12106.049763637513
2517,12106.049763637513
2518,12324.906754975076
2519,5524.482900694324
2520,12033.097433191659
2521,5597.435231140178
2522,5451.530570248469
2523,12033.097433191659
2524,12251.954424529222
2525,5451.530570248469
2526,11741.288111408241
2527,5013.816587573342
2528,11741.288111408241
2529,12106.049763637513
2530,11741.288111408241
2531,11741.288111408241
2532,5524.482900694324
2533,12616.716076758494
2534,12324.906754975076
2535,12470.811415866785
2536,11741.288111408241
2537,5451.530570248469
2538,13346.239381217038
2539,5451.530570248469
2540,5451.530570248469
2541,5378.578239802615
2542,5451.530570248469
2543,12470.811415866785
2544,5086.768918019197
2545,5597.435231140178
2546,11741.288111408241
2547,12251.954424529222
2548,12106.049763637513
2549,12106.049763637513
2550,12470.811415866785
2551,12106.049763637513
2552,12251.954424529222
2553,5086.768918019197
2554,12251.954424529222
2555,5378.578239802615
2556,5451.530570248469
2557,5597.435231140178
2558,12106.049763637513
2559,12616.716076758494
2560,5451.530570248469
2561,5086.768918019197
2562,5086.768918019197
2563,5013.816587573342
2564,12033.097433191659
2565,12106.049763637513
2566,5524.482900694324
2567,11741.288111408241
2568,12470.811415866785
2569,11741.288111408241
2570,12033.097433191659
2571,11741.288111408241
2572,5378.578239802615
2573,5451.530570248469
2574,12470.811415866785
2575,11741.288111408241
2576,5524.482900694324
2577,5086.768918019197
2578,11741.288111408241
2579,5597.435231140178
2580,5524.482900694324
2581,11741.288111408241
2582,5451.530570248469
2583,12106.049763637513
2584,12470.811415866785
2585,5086.768918019197
2586,4940.864257127488
2587,11741.288111408241
2588,12106.049763637513
2589,12033.097433191659
2590,12470.811415866785
2591,5451.530570248469
2592,5451.530570248469
2593,5451.530570248469
2594,5378.578239802615
2595,11741.288111408241
2596,5524.482900694324
2597,5086.768918019197
2598,11668.335780962385
2599,5013.816587573342
2600,5451.530570248469
2601,11741.288111408241
2602,12033.097433191659
2603,5086.768918019197
2604,5086.768918019197
2605,5451.530570248469
2606,12470.811415866785
2607,5451.530570248469
2608,5524.482900694324
2609,12616.716076758494
2610,12616.716076758494
2611,12251.954424529222
2612,12470.811415866785
2613,12251.954424529222
2614,12616.716076758494
2615,12106.049763637513
2616,12470.811415866785
2617,12106.049763637513
2618,12251.954424529222
2619,15446.312194192495
2620,15446.312194192495
2621,15446.312194192495
2622,15446.312194192495
2623,15300.407533300786
2624,15446.312194192495
2625,15300.407533300786
2626,15446.312194192495
2627,15446.312194192495
2628,15446.312194192495
2629,14090.114575798467
2630,14090.114575798467
2631,14090.114575798467
2632,12849.92495821894
2633,14090.114575798467
2634,14090.114575798467
2635,15403.256523823846
2636,13214.686610448212
2637,13944.209914906758
2638,13725.352923569193
2639,14090.114575798467
2640,13725.352923569193
2641,13725.352923569193
2642,14090.114575798467
2643,6195.405764829897
2644,14090.114575798467
2645,14090.114575798467
2646,13360.591271339921
2647,14090.114575798467
2648,14090.114575798467
2649,13214.686610448212
2650,12849.92495821894
2651,12849.92495821894
2652,14090.114575798467
2653,12849.92495821894
2654,13214.686610448212
2655,14090.114575798467
2656,14090.114575798467
2657,13214.686610448212
2658,13068.781949556504
2659,13214.686610448212
2660,12849.92495821894
2661,15403.256523823846
2662,14090.114575798467
2663,6195.405764829897
2664,14090.114575798467
2665,13068.781949556504
2666,14090.114575798467
2667,14090.114575798467
2668,14090.114575798467
2669,14090.114575798467
2670,14090.114575798467
2671,13214.686610448212
2672,13068.781949556504
2673,14090.114575798467
2674,15403.256523823846
2675,13725.352923569193
2676,13433.543601785776
2677,13214.686610448212
2678,14090.114575798467
2679,13360.591271339921
2680,13214.686610448212
2681,14090.114575798467
2682,14090.114575798467
2683,13360.591271339921
2684,15622.113515161409
2685,12849.92495821894
2686,14090.114575798467
2687,14090.114575798467
2688,2563.3340124914967
2689,2344.4770211539335
2690,9217.853205880541
2691,2490.3816820456423
2692,2563.3340124914967
2693,9217.853205880541
2694,2417.429351599788
2695,2417.429351599788
2696,2344.4770211539335
2697,9071.94854498883
2698,9071.94854498883
2699,2490.3816820456423
2700,2344.4770211539335
2701,2340.8294046316405
2702,2344.4770211539335
2703,2344.4770211539335
2704,2563.3340124914967
2705,2344.4770211539335
2706,2417.429351599788
2707,2490.3816820456423
2708,2344.4770211539335
2709,2344.4770211539335
2710,2490.3816820456423
2711,9217.853205880541
2712,2344.4770211539335
2713,2373.6579533322756
2714,2344.4770211539335
2715,2344.4770211539335
2716,2417.429351599788
2717,2490.3816820456423
2718,2344.4770211539335
2719,2563.3340124914967
2720,2368.551290201065
2721,2344.4770211539335
2722,2344.4770211539335
2723,2490.3816820456423
2724,4342.89372343777
2725,4342.89372343777
2726,10851.508255935103
2727,4342.89372343777
2728,11289.222238610231
2729,11289.222238610231
2730,4342.89372343777
2731,10997.412916826814
2732,4196.98906254606
2733,4342.89372343777
2734,11289.222238610231
2735,4342.89372343777
2736,4342.89372343777
2737,4196.98906254606
2738,4342.89372343777
2739,4634.7030452211875
2740,4342.89372343777
2741,4342.89372343777
2742,4196.98906254606
2743,11289.222238610231
2744,10997.412916826814
2745,10632.651264597542
2746,4342.89372343777
2747,4342.89372343777
2748,4196.98906254606
2749,11289.222238610231
2750,12091.69787351463
2751,10997.412916826814
2752,4051.0844016543515
2753,4340.705153524394
2754,4634.7030452211875
2755,10997.412916826814
2756,4269.941392991915
2757,11289.222238610231
2758,11289.222238610231
2759,4051.0844016543515
2760,4488.798384329479
2761,4196.98906254606
2762,4634.7030452211875
2763,10632.651264597542
2764,4634.7030452211875
2765,4342.89372343777
2766,10997.412916826814
2767,11289.222238610231
2768,11289.222238610231
2769,4634.7030452211875
2770,11289.222238610231
2771,4488.798384329479
2772,4342.89372343777
2773,4342.89372343777
2774,4328.303257348599
2775,4342.89372343777
2776,11289.222238610231
2777,10997.412916826814
2778,4342.89372343777
2779,4342.89372343777
2780,4342.89372343777
2781,12091.69787351463
2782,10997.412916826814
2783,4342.89372343777
2784,11289.222238610231
2785,4342.89372343777
2786,12091.69787351463
2787,4196.98906254606
2788,4342.89372343777
2789,11289.222238610231
2790,4488.798384329479
2791,11289.222238610231
2792,4342.89372343777
2793,6574.519307182052
2794,13229.038500571096
2795,6574.519307182052
2796,6574.519307182052
2797,6574.519307182052
2798,6574.519307182052
2799,13229.038500571096
2800,6574.519307182052
2801,13229.038500571096
2802,13229.038500571096
2803,1381.744835234943
2804,1527.6494961266517
2805,1381.744835234943
2806,1600.601826572506
2807,7318.39450176348
2808,13899.961364706669
2809,13827.009034260813
2810,7245.442171317624
2811,7318.39450176348
2812,7245.442171317624
2813,7245.442171317624
2814,7245.442171317624
2815,7245.442171317624
2816,7245.442171317624
2817,7245.442171317624
2818,7245.442171317624
2819,7318.39450176348
2820,7245.442171317624
2821,6880.680519088352
2822,7245.442171317624
2823,7245.442171317624
2824,7245.442171317624
2825,7318.39450176348
2826,7245.442171317624
2827,7245.442171317624
2828,7245.442171317624
2829,7245.442171317624
2830,7245.442171317624
2831,7245.442171317624
2832,7245.442171317624
2833,7245.442171317624
2834,7318.39450176348
2835,7318.39450176348
2836,7245.442171317624
2837,7318.39450176348
2838,7318.39450176348
2839,7238.146938273039
2840,13899.961364706669
2841,7245.442171317624
2842,3161.3045461812153
2843,3307.209207072924
2844,3234.2568766270697
2845,3234.2568766270697
2846,3161.3045461812153
2847,3234.2568766270697
2848,3234.2568766270697
2849,3599.0185288563425
2850,3234.2568766270697
2851,3234.2568766270697
2852,3307.209207072924
2853,3161.3045461812153
2854,10107.633061353677
2855,3234.2568766270697
2856,3307.209207072924
2857,3161.3045461812153
2858,3307.209207072924
2859,3234.2568766270697
2860,3744.9231897480513
2861,3599.0185288563425
2862,3307.209207072924
2863,3453.113867964633
2864,3234.2568766270697
2865,3234.2568766270697
2866,3307.209207072924
2867,3307.209207072924
2868,3161.3045461812153
2869,3234.2568766270697
2870,3234.2568766270697
2871,3744.9231897480513
2872,3599.0185288563425
2873,3307.209207072924
2874,3307.209207072924
2875,3234.2568766270697
2876,3599.0185288563425
2877,10107.633061353677
2878,3234.2568766270697
2879,3234.2568766270697
2880,3161.3045461812153
2881,9961.728400461969
2882,3161.3045461812153
2883,3234.2568766270697
2884,3307.209207072924
2885,3161.3045461812153
2886,10107.633061353677
2887,3234.2568766270697
2888,3307.209207072924
2889,3307.209207072924
2890,3307.209207072924
2891,3307.209207072924
2892,9961.728400461969
2893,9961.728400461969
2894,9961.728400461969
2895,9961.728400461969
2896,7464.299162655188
2897,7464.299162655188
2898,7464.299162655188
2899,7464.299162655188
2900,7172.48984087177
2901,7464.299162655188
2902,7172.48984087177
2903,7464.299162655188
2904,7464.299162655188
2905,7464.299162655188
2906,15067.19865184034
2907,7318.39450176348
2908,6880.680519088352
2909,6734.775858196644
2910,7245.442171317624
2911,7318.39450176348
2912,13972.913695152523
2913,14264.72301693594
2914,14337.675347381795
2915,14337.675347381795
2916,7683.156153992752
2917,14337.675347381795
2918,14337.675347381795
2919,4342.89372343777
2920,10997.412916826814
2921,2563.3340124914967
2922,6720.423968073761
2923,13374.943161462805
2924,14104.466465921349
2925,13229.038500571096
2926,6574.519307182052
2927,13374.943161462805
2928,13389.533627551975
2929,15855.322396621856
2930,5844.996002723507
2931,4051.0844016543515
2932,4051.0844016543515
2933,4051.0844016543515
2934,3832.2274103167883
2935,4049.625355045435
2936,12967.125838864884
2937,3599.0185288563425
2938,3161.3045461812153
2939,3088.352215735361
2940,3307.209207072924
2941,3161.3045461812153
2942,3307.209207072924
2943,3380.1615375187785
2944,3533.361431455073
2945,3161.3045461812153
2946,3088.352215735361
2947,3599.0185288563425
2948,3161.3045461812153
2949,3088.352215735361
2950,3380.1615375187785
2951,3307.209207072924
2952,3380.1615375187785
2953,3380.1615375187785
2954,3073.76174964619
2955,3307.209207072924
2956,3307.209207072924
2957,3380.1615375187785
2958,3161.3045461812153
2959,3307.209207072924
2960,3380.1615375187785
2961,3453.113867964633
2962,3161.3045461812153
2963,3161.3045461812153
2964,3599.0185288563425
2965,3307.209207072924
2966,3307.209207072924
2967,3380.1615375187785
2968,3599.0185288563425
2969,3380.1615375187785
2970,3599.0185288563425
2971,3380.1615375187785
2972,3161.3045461812153
2973,3453.113867964633
2974,3307.209207072924
2975,3453.113867964633
2976,3161.3045461812153
2977,16000.9147046516
2978,3088.352215735361
2979,3380.1615375187785
2980,3380.1615375187785
2981,3380.1615375187785
2982,3380.1615375187785
2983,3307.209207072924
2984,3088.352215735361
2985,3380.1615375187785
2986,3307.209207072924
2987,3599.0185288563425
2988,3161.3045461812153
2989,3599.0185288563425
2990,3744.9231897480513
2991,3307.209207072924
2992,3307.209207072924
2993,3307.209207072924
2994,3161.3045461812153
2995,9815.82373957026
2996,3449.46625144234
2997,3088.352215735361
2998,3526.0661984104872
2999,3307.209207072924
3000,3161.3045461812153
3001,3161.3045461812153
3002,3161.3045461812153
3003,3307.209207072924
3004,3380.1615375187785
3005,3307.209207072924
3006,3161.3045461812153
3007,3380.1615375187785
3008,3453.113867964633
3009,3307.209207072924
3010,3307.209207072924
3011,3380.1615375187785
3012,3307.209207072924
3013,3307.209207072924
3014,3161.3045461812153
3015,3599.0185288563425
3016,3307.209207072924
3017,3380.1615375187785
3018,3088.352215735361
3019,3307.209207072924
3020,3307.209207072924
3021,3307.209207072924
3022,3380.1615375187785
3023,10107.633061353677
3024,3380.1615375187785
3025,3088.352215735361
3026,3088.352215735361
3027,3453.113867964633
3028,3380.1615375187785
3029,10107.633061353677
3030,3599.0185288563425
3031,3380.1615375187785
3032,3380.1615375187785
3033,3307.209207072924
3034,3307.209207072924
3035,3088.352215735361
3036,3380.1615375187785
3037,3161.3045461812153
3038,3161.3045461812153
3039,3307.209207072924
3040,3307.209207072924
3041,3599.0185288563425
3042,3380.1615375187785
3043,3453.113867964633
3044,3307.209207072924
3045,3380.1615375187785
3046,3307.209207072924
3047,3307.209207072924
3048,3161.3045461812153
3049,3380.1615375187785
3050,9961.728400461969
3051,3380.1615375187785
3052,3526.0661984104872
3053,9961.728400461969
3054,3599.0185288563425
3055,3380.1615375187785
3056,3307.209207072924
3057,3307.209207072924
3058,3307.209207072924
3059,3088.352215735361
3060,3307.209207072924
3061,3380.1615375187785
3062,3307.209207072924
3063,3380.1615375187785
3064,3161.3045461812153
3065,3599.0185288563425
3066,3380.1615375187785
3067,3453.113867964633
3068,3307.209207072924
3069,3307.209207072924
3070,3380.1615375187785
3071,3526.0661984104872
3072,3307.209207072924
3073,3526.0661984104872
3074,3744.9231897480513
3075,3307.209207072924
3076,3307.209207072924
3077,3088.352215735361
3078,3380.1615375187785
3079,3599.0185288563425
3080,9961.728400461969
3081,3307.209207072924
3082,3307.209207072924
3083,3380.1615375187785
3084,3380.1615375187785
3085,3307.209207072924
3086,9961.728400461969
3087,10107.633061353677
3088,3161.3045461812153
3089,9961.728400461969
3090,3453.113867964633
3091,3380.1615375187785
3092,3161.3045461812153
3093,3380.1615375187785
3094,3161.3045461812153
3095,3380.1615375187785
3096,3307.209207072924
3097,9961.728400461969
3098,3307.209207072924
3099,3307.209207072924
3100,3307.209207072924
3101,3744.9231897480513
3102,3380.1615375187785
3103,3380.1615375187785
3104,3161.3045461812153
3105,3380.1615375187785
3106,3380.1615375187785
3107,9961.728400461969
3108,9961.728400461969
3109,3380.1615375187785
3110,3307.209207072924
3111,3380.1615375187785
3112,3088.352215735361
3113,3380.1615375187785
3114,3599.0185288563425
3115,9961.728400461969
3116,3526.0661984104872
3117,3161.3045461812153
3118,3380.1615375187785
3119,3380.1615375187785
3120,3744.9231897480513
3121,10107.633061353677
3122,3161.3045461812153
3123,3307.209207072924
3124,3307.209207072924
3125,3744.9231897480513
3126,3380.1615375187785
3127,3307.209207072924
3128,3453.113867964633
3129,3599.0185288563425
3130,3307.209207072924
3131,3161.3045461812153
3132,3380.1615375187785
3133,3599.0185288563425
3134,3161.3045461812153
3135,3380.1615375187785
3136,11931.441322500039
3137,11931.441322500039
3138,11931.441322500039
3139,13083.133839679387
3140,13083.133839679387
3141,6282.709985398634
3142,6282.709985398634
3143,13520.847822354513
3144,13520.847822354513
3145,13520.847822354513
3146,1454.6971656807973
3147,1381.744835234943
3148,1381.744835234943
3149,3161.3045461812153
3150,3161.3045461812153
3151,3161.3045461812153
3152,9961.728400461969
3153,3161.3045461812153
3154,3307.209207072924
3155,3161.3045461812153
3156,3161.3045461812153
3157,3161.3045461812153
3158,3159.11597626784
3159,9961.728400461969
3160,3161.3045461812153
3161,9961.728400461969
3162,12660.964626958583
3163,3234.2568766270697
3164,3234.2568766270697
3165,3234.2568766270697
3166,4051.0844016543515
3167,4049.625355045435
3168,4051.0844016543515
3169,4196.98906254606
3170,4342.89372343777
3171,4488.798384329479
3172,4342.89372343777
3173,4488.798384329479
3174,10851.508255935103
3175,4196.98906254606
3176,4342.89372343777
3177,4342.89372343777
3178,4342.89372343777
3179,4051.0844016543515
3180,4488.798384329479
3181,10851.508255935103
3182,4196.98906254606
3183,4342.89372343777
3184,4342.89372343777
3185,4051.0844016543515
3186,4196.98906254606
3187,4342.89372343777
3188,10997.412916826814
3189,4196.98906254606
3190,4488.798384329479
3191,4342.89372343777
3192,4342.89372343777
3193,4488.798384329479
3194,4196.98906254606
3195,4488.798384329479
3196,4323.926117521847
3197,4342.89372343777
3198,4488.798384329479
3199,11289.222238610231
3200,10851.508255935103
3201,10851.508255935103
3202,4051.0844016543515
3203,10851.508255935103
3204,4342.89372343777
3205,4041.60059869639
3206,4342.89372343777
3207,4196.98906254606
3208,4342.89372343777
3209,4051.0844016543515
3210,4196.98906254606
3211,4488.798384329479
3212,4488.798384329479
3213,11168.121370070112
3214,4342.89372343777
3215,4342.89372343777
3216,4196.98906254606
3217,10851.508255935103
3218,4196.98906254606
3219,4342.89372343777
3220,4488.798384329479
3221,4342.89372343777
3222,10997.412916826814
3223,4196.98906254606
3224,4342.89372343777
3225,11143.317577718522
3226,4051.0844016543515
3227,4342.89372343777
3228,4342.89372343777
3229,4342.89372343777
3230,4342.89372343777
3231,4342.89372343777
3232,4342.89372343777
3233,4342.89372343777
3234,4342.89372343777
3235,4342.89372343777
3236,2417.429351599788
3237,2563.3340124914967
3238,2417.429351599788
3239,2563.3340124914967
3240,2271.524690708079
3241,2417.429351599788
3242,2563.3340124914967
3243,2271.524690708079
3244,2271.524690708079
3245,2563.3340124914967
3246,2271.524690708079
3247,2271.524690708079
3248,2417.429351599788
3249,9071.94854498883
3250,3074.0003256124783
3251,3074.0003256124783
3252,2125.6200298163703
3253,2125.6200298163703
3254,2125.6200298163703
3255,8780.139223205413
3256,13972.913695152523
3257,13608.152042923251
3258,13608.152042923251
3259,6953.632849534207
3260,13608.152042923251
3261,7099.537510425916
3262,6953.632849534207
3263,7318.39450176348
3264,13681.104373369104
3265,13972.913695152523
3266,13972.913695152523
3267,6953.632849534207
3268,13681.104373369104
3269,13827.009034260813
3270,13972.913695152523
3271,13681.104373369104
3272,6953.632849534207
3273,13608.152042923251
3274,13681.104373369104
3275,13681.104373369104
3276,7318.39450176348
3277,3086.8931691264443
3278,3526.0661984104872
3279,3307.209207072924
3280,3088.352215735361
3281,3088.352215735361
3282,3088.352215735361
3283,3307.209207072924
3284,3526.0661984104872
3285,3307.209207072924
3286,3307.209207072924
3287,3453.113867964633
3288,3307.209207072924
3289,3307.209207072924
3290,3599.0185288563425
3291,10253.537722245386
3292,3453.113867964633
3293,10253.537722245386
3294,3599.0185288563425
3295,10253.537722245386
3296,13171.630940079564
3297,7245.442171317624
3298,7245.442171317624
3299,7026.585179980061
3300,6880.680519088352
3301,7026.585179980061
3302,6880.680519088352
3303,7026.585179980061
3304,7026.585179980061
3305,6880.680519088352
3306,7318.39450176348
3307,6880.680519088352
3308,6880.680519088352
3309,7026.585179980061
3310,7245.442171317624
3311,7245.442171317624
3312,7318.39450176348
3313,6880.680519088352
3314,7026.585179980061
3315,7026.585179980061
3316,7026.585179980061
3317,6880.680519088352
3318,7026.585179980061
3319,7026.585179980061
3320,7026.585179980061
3321,7026.585179980061
3322,7464.299162655188
3323,2417.429351599788
3324,2417.429351599788
3325,2417.429351599788
3326,6720.423968073761
3327,6720.423968073761
3328,13229.038500571096
3329,3599.0185288563425
3330,3599.0185288563425
3331,11566.679670270765
3332,3526.0661984104872
3333,3307.209207072924
3334,3526.0661984104872
3335,3599.0185288563425
3336,9961.728400461969
3337,3599.0185288563425
3338,3307.209207072924
3339,3599.0185288563425
3340,3307.209207072924
3341,3526.0661984104872
3342,10180.58539179953
3343,3526.0661984104872
3344,3161.3045461812153
3345,3526.0661984104872
3346,3307.209207072924
3347,3307.209207072924
3348,3307.209207072924
3349,3526.0661984104872
3350,3161.3045461812153
3351,3307.209207072924
3352,3307.209207072924
3353,3161.3045461812153
3354,3526.0661984104872
3355,3453.113867964633
3356,3015.3998852895065
3357,3526.0661984104872
3358,3307.209207072924
3359,3307.209207072924
3360,3526.0661984104872
3361,3526.0661984104872
3362,3307.209207072924
3363,3526.0661984104872
3364,3161.3045461812153
3365,3599.0185288563425
3366,3161.3045461812153
3367,3015.3998852895065
3368,3161.3045461812153
3369,3161.3045461812153
3370,3526.0661984104872
3371,3307.209207072924
3372,3015.3998852895065
3373,3307.209207072924
3374,3161.3045461812153
3375,10545.347044028804
3376,10253.537722245386
3377,4488.798384329479
3378,4488.798384329479
3379,4196.98906254606
3380,4342.89372343777
3381,4342.89372343777
3382,4342.89372343777
3383,11143.317577718522
3384,4342.89372343777
3385,10851.508255935103
3386,10997.412916826814
3387,4196.98906254606
3388,11143.317577718522
3389,4051.0844016543515
3390,10851.508255935103
3391,11143.317577718522
3392,4488.798384329479
3393,4196.98906254606
3394,4196.98906254606
3395,11726.936221285358
3396,4488.798384329479
3397,4196.98906254606
3398,4196.98906254606
3399,4196.98906254606
3400,4488.798384329479
3401,10851.508255935103
3402,10851.508255935103
3403,4342.89372343777
3404,4196.98906254606
3405,4196.98906254606
3406,11070.365247272668
3407,11362.174569056086
3408,4342.89372343777
3409,4196.98906254606
3410,10705.603595043394
3411,4196.98906254606
3412,10851.508255935103
3413,11143.317577718522
3414,11581.031560393649
3415,4481.503151284893
3416,4196.98906254606
3417,4415.846053883624
3418,4488.798384329479
3419,11143.317577718522
3420,10705.603595043394
3421,10705.603595043394
3422,11143.317577718522
3423,10851.508255935103
3424,10851.508255935103
3425,4196.98906254606
3426,11143.317577718522
3427,4488.798384329479
3428,11143.317577718522
3429,11872.840882177066
3430,10851.508255935103
3431,11143.317577718522
3432,4196.98906254606
3433,11143.317577718522
3434,10705.603595043394
3435,4196.98906254606
3436,4196.98906254606
3437,4196.98906254606
3438,4488.798384329479
3439,10705.603595043394
3440,10703.41502513002
3441,4196.98906254606
3442,11362.174569056086
3443,10851.508255935103
3444,4196.98906254606
3445,11143.317577718522
3446,10705.603595043394
3447,10705.603595043394
3448,10705.603595043394
3449,4196.98906254606
3450,4488.798384329479
3451,10630.462694684165
3452,4342.89372343777
3453,4196.98906254606
3454,11143.317577718522
3455,4196.98906254606
3456,4561.750714775333
3457,10851.508255935103
3458,4196.98906254606
3459,11581.031560393649
3460,11143.317577718522
3461,4196.98906254606
3462,4342.89372343777
3463,10848.59016271727
3464,10705.603595043394
3465,4488.798384329479
3466,10851.508255935103
3467,11143.317577718522
3468,10851.508255935103
3469,10851.508255935103
3470,10851.508255935103
3471,4342.89372343777
3472,4196.98906254606
3473,4488.798384329479
3474,10851.508255935103
3475,10851.508255935103
3476,10851.508255935103
3477,4196.98906254606
3478,11362.174569056086
3479,4196.98906254606
3480,4196.98906254606
3481,10705.603595043394
3482,4196.98906254606
3483,10851.508255935103
3484,4342.89372343777
3485,13972.913695152523
3486,7172.48984087177
3487,7172.48984087177
3488,13972.913695152523
3489,13972.913695152523
3490,6953.632849534207
3491,7172.48984087177
3492,7026.585179980061
3493,7026.585179980061
3494,7026.585179980061
3495,6953.632849534207
3496,7026.585179980061
3497,7172.48984087177
3498,7172.48984087177
3499,7318.39450176348
3500,7026.585179980061
3501,7026.585179980061
3502,7172.48984087177
3503,6953.632849534207
3504,7172.48984087177
3505,7026.585179980061
3506,8036.264028623987
3507,1381.744835234943
3508,1381.744835234943
3509,9217.853205880541
3510,2417.429351599788
3511,9217.853205880541
3512,9217.853205880541
3513,2417.429351599788
3514,2417.429351599788
3515,9071.94854498883
3516,2417.429351599788
3517,9071.94854498883
3518,2417.429351599788
3519,2417.429351599788
3520,2417.429351599788
3521,2417.429351599788
3522,9217.853205880541
3523,9071.94854498883
3524,2563.3340124914967
3525,13681.104373369104
3526,13681.104373369104
3527,6880.680519088352
3528,7026.585179980061
3529,6880.680519088352
3530,7026.585179980061
3531,7026.585179980061
3532,6880.680519088352
3533,13972.913695152523
3534,9961.728400461969
3535,9961.728400461969
3536,9961.728400461969
3537,3307.209207072924
3538,9961.728400461969
3539,3307.209207072924
3540,3307.209207072924
3541,9961.728400461969
3542,3307.209207072924
3543,3307.209207072924
3544,3307.209207072924
3545,9961.728400461969
3546,3307.209207072924
3547,3307.209207072924
3548,3307.209207072924
3549,9961.728400461969
3550,9961.728400461969
3551,3307.209207072924
3552,3307.209207072924
3553,3307.209207072924
3554,3161.3045461812153
3555,3307.209207072924
3556,9961.728400461969
3557,3307.209207072924
3558,3307.209207072924
3559,3161.3045461812153
3560,9961.728400461969
3561,3161.3045461812153
3562,3307.209207072924
3563,3307.209207072924
3564,9961.728400461969
3565,9961.728400461969
3566,3307.209207072924
3567,9961.728400461969
3568,3307.209207072924
3569,9961.728400461969
3570,3307.209207072924
3571,9961.728400461969
3572,9961.728400461969
3573,3307.209207072924
3574,3278.028274894583
3575,9961.728400461969
3576,3307.209207072924
3577,9961.728400461969
3578,9961.728400461969
3579,3307.209207072924
3580,10253.537722245386
3581,3307.209207072924
3582,3307.209207072924
3583,13812.344791275966
3584,3307.209207072924
3585,9961.728400461969
3586,10253.537722245386
3587,3278.028274894583
3588,3307.209207072924
3589,9961.728400461969
3590,3599.0185288563425
3591,3307.209207072924
3592,10253.537722245386
3593,10253.537722245386
3594,9961.728400461969
3595,3307.209207072924
3596,9961.728400461969
3597,9961.728400461969
3598,3307.209207072924
3599,3307.209207072924
3600,3307.209207072924
3601,3307.209207072924
3602,9961.728400461969
3603,10997.412916826814
3604,10995.224346913437
3605,4342.89372343777
3606,10997.412916826814
3607,4342.89372343777
3608,10997.412916826814
3609,4488.798384329479
3610,4342.89372343777
3611,4051.0844016543515
3612,4051.0844016543515
3613,4051.0844016543515
3614,10997.412916826814
3615,4342.89372343777
3616,4051.0844016543515
3617,4488.798384329479
3618,4342.89372343777
3619,4342.89372343777
3620,4342.89372343777
3621,10997.412916826814
3622,4342.89372343777
3623,4342.89372343777
3624,4051.0844016543515
3625,10997.412916826814
3626,4051.0844016543515
3627,4342.89372343777
3628,10705.603595043394
3629,4342.89372343777
3630,4342.89372343777
3631,11143.317577718522
3632,4342.89372343777
3633,4342.89372343777
3634,10997.412916826814
3635,10997.412916826814
3636,10997.412916826814
3637,10997.412916826814
3638,4342.89372343777
3639,11143.317577718522
3640,4051.0844016543515
3641,10997.412916826814
3642,10851.508255935103
3643,4342.89372343777
3644,4051.0844016543515
3645,4196.98906254606
3646,4051.0844016543515
3647,4196.98906254606
3648,11143.317577718522
3649,4196.98906254606
3650,4342.89372343777
3651,10997.412916826814
3652,4051.0844016543515
3653,4051.0844016543515
3654,4051.0844016543515
3655,4342.89372343777
3656,4342.89372343777
3657,4342.89372343777
3658,4051.0844016543515
3659,4051.0844016543515
3660,4342.89372343777
3661,4340.705153524394
3662,4488.798384329479
3663,4342.89372343777
3664,10705.603595043394
3665,4342.89372343777
3666,4342.89372343777
3667,10997.412916826814
3668,4196.98906254606
3669,10997.412916826814
3670,4196.98906254606
3671,4488.798384329479
3672,10997.412916826814
3673,4342.89372343777
3674,4488.798384329479
3675,4342.89372343777
3676,4051.0844016543515
3677,4196.98906254606
3678,4342.89372343777
3679,12470.811415866785
3680,5232.673578910906
3681,11960.145102745804
3682,7318.39450176348
3683,7464.299162655188
3684,7318.39450176348
3685,7318.39450176348
3686,7464.299162655188
3687,7464.299162655188
3688,7464.299162655188
3689,7318.39450176348
3690,7464.299162655188
3691,7318.39450176348
3692,7245.442171317624
3693,7245.442171317624
3694,7026.585179980061
3695,7026.585179980061
3696,7245.442171317624
3697,7026.585179980061
3698,7318.39450176348
3699,6880.680519088352
3700,7026.585179980061
3701,7026.585179980061
3702,7245.442171317624
3703,7245.442171317624
3704,7318.39450176348
3705,7318.39450176348
3706,7026.585179980061
3707,6734.775858196644
3708,7318.39450176348
3709,7245.442171317624
3710,6880.680519088352
3711,7026.585179980061
3712,7245.442171317624
3713,7318.39450176348
3714,7318.39450176348
3715,7026.585179980061
3716,7318.39450176348
3717,7026.585179980061
3718,13899.961364706669
3719,7318.39450176348
3720,7318.39450176348
3721,7026.585179980061
3722,7318.39450176348
3723,15140.150982286194
3724,15140.150982286194
3725,11362.174569056086
3726,11362.174569056086
3727,12091.69787351463
3728,11289.222238610231
3729,10997.412916826814
3730,11289.222238610231
3731,11289.222238610231
3732,11362.174569056086
3733,11362.174569056086
3734,11362.174569056086
3735,11362.174569056086
3736,12091.69787351463
3737,11362.174569056086
3738,11362.174569056086
